Total Exited ,2037,,,,,,
Total Records,10000,,,,,,
Exit Ratio,20.37%,,,,,,
,,,,,,,
,,,,,,,
RowNumber,Exited,P_hat,Total Select,Total Select Percent,Random Select,Random Select Percent,Model Select
2502,0,0.457885385,917,0.0917,186.7929,0.0917,522
6792,0,0.457759925,918,0.0918,186.9966,0.0918,522
4109,0,0.457758469,919,0.0919,187.2003,0.0919,522
1799,1,0.457732738,920,0.092,187.404,0.092,523
4492,0,0.457727418,921,0.0921,187.6077,0.0921,523
348,0,0.457699209,922,0.0922,187.8114,0.0922,523
8707,1,0.457692064,923,0.0923,188.0151,0.0923,524
2075,1,0.457680515,924,0.0924,188.2188,0.0924,525
9654,0,0.457493448,925,0.0925,188.4225,0.0925,525
2919,1,0.457065706,926,0.0926,188.6262,0.0926,526
3762,0,0.456814341,927,0.0927,188.8299,0.0927,526
9339,0,0.456519799,928,0.0928,189.0336,0.0928,526
2357,0,0.456471201,929,0.0929,189.2373,0.0929,526
9674,0,0.456397505,930,0.093,189.441,0.093,526
7436,1,0.456087965,931,0.0931,189.6447,0.0931,527
5485,1,0.455983798,932,0.0932,189.8484,0.0932,528
3315,1,0.455805252,933,0.0933,190.0521,0.0933,529
1225,0,0.455639925,934,0.0934,190.2558,0.0934,529
36,1,0.455618297,935,0.0935,190.4595,0.0935,530
9136,1,0.455478567,936,0.0936,190.6632,0.0936,531
8598,1,0.455156249,937,0.0937,190.8669,0.0937,532
9314,0,0.455061181,938,0.0938,191.0706,0.0938,532
43,0,0.454691714,939,0.0939,191.2743,0.0939,532
7689,1,0.454628983,940,0.094,191.478,0.094,533
1106,0,0.453574465,941,0.0941,191.6817,0.0941,533
1216,1,0.453308802,942,0.0942,191.8854,0.0942,534
4094,1,0.453135825,943,0.0943,192.0891,0.0943,535
8126,0,0.45308282,944,0.0944,192.2928,0.0944,535
3434,0,0.452633174,945,0.0945,192.4965,0.0945,535
434,1,0.452488718,946,0.0946,192.7002,0.0946,536
6929,1,0.452104664,947,0.0947,192.9039,0.0947,537
340,1,0.45206571,948,0.0948,193.1076,0.0948,538
9682,0,0.451957584,949,0.0949,193.3113,0.0949,538
173,1,0.451899431,950,0.095,193.515,0.095,539
4687,1,0.451572633,951,0.0951,193.7187,0.0951,540
4962,0,0.45078724,952,0.0952,193.9224,0.0952,540
7220,1,0.450636694,953,0.0953,194.1261,0.0953,541
8150,0,0.450622107,954,0.0954,194.3298,0.0954,541
7901,1,0.450618642,955,0.0955,194.5335,0.0955,542
8602,0,0.450481282,956,0.0956,194.7372,0.0956,542
8919,1,0.450433776,957,0.0957,194.9409,0.0957,543
7023,1,0.450429299,958,0.0958,195.1446,0.0958,544
684,0,0.450411729,959,0.0959,195.3483,0.0959,544
9909,0,0.450314784,960,0.096,195.552,0.096,544
2520,0,0.450273268,961,0.0961,195.7557,0.0961,544
5413,1,0.449791073,962,0.0962,195.9594,0.0962,545
4802,0,0.449530563,963,0.0963,196.1631,0.0963,545
9949,0,0.449500555,964,0.0964,196.3668,0.0964,545
9222,1,0.449443571,965,0.0965,196.5705,0.0965,546
9711,0,0.449427366,966,0.0966,196.7742,0.0966,546
5186,1,0.449329256,967,0.0967,196.9779,0.0967,547
2909,0,0.449321957,968,0.0968,197.1816,0.0968,547
4667,0,0.449281105,969,0.0969,197.3853,0.0969,547
979,0,0.448500605,970,0.097,197.589,0.097,547
2846,1,0.448341869,971,0.0971,197.7927,0.0971,548
1108,1,0.448166675,972,0.0972,197.9964,0.0972,549
8389,1,0.44803906,973,0.0973,198.2001,0.0973,550
8375,1,0.447727546,974,0.0974,198.4038,0.0974,551
2968,1,0.44772568,975,0.0975,198.6075,0.0975,552
4507,0,0.447209852,976,0.0976,198.8112,0.0976,552
744,1,0.446874029,977,0.0977,199.0149,0.0977,553
6179,0,0.446523593,978,0.0978,199.2186,0.0978,553
9365,0,0.445772681,979,0.0979,199.4223,0.0979,553
4936,0,0.445323413,980,0.098,199.626,0.098,553
1798,1,0.445203601,981,0.0981,199.8297,0.0981,554
8098,1,0.445146986,982,0.0982,200.0334,0.0982,555
1715,0,0.445074086,983,0.0983,200.2371,0.0983,555
2415,1,0.444986141,984,0.0984,200.4408,0.0984,556
5037,0,0.444877778,985,0.0985,200.6445,0.0985,556
9624,0,0.444816286,986,0.0986,200.8482,0.0986,556
5957,0,0.444808494,987,0.0987,201.0519,0.0987,556
8470,0,0.444748177,988,0.0988,201.2556,0.0988,556
7593,0,0.444215547,989,0.0989,201.4593,0.0989,556
163,0,0.444138297,990,0.099,201.663,0.099,556
7441,0,0.443882826,991,0.0991,201.8667,0.0991,556
5020,1,0.443872747,992,0.0992,202.0704,0.0992,557
1826,1,0.443865053,993,0.0993,202.2741,0.0993,558
9589,0,0.443801069,994,0.0994,202.4778,0.0994,558
5114,0,0.443453047,995,0.0995,202.6815,0.0995,558
7404,1,0.443237868,996,0.0996,202.8852,0.0996,559
4613,1,0.443223051,997,0.0997,203.0889,0.0997,560
485,1,0.443094402,998,0.0998,203.2926,0.0998,561
117,0,0.442636622,999,0.0999,203.4963,0.0999,561
262,0,0.441874815,1000,0.1,203.7,0.1,561
6450,1,0.441454225,1001,0.1001,203.9037,0.1001,562
2225,0,0.441448822,1002,0.1002,204.1074,0.1002,562
4720,1,0.441060661,1003,0.1003,204.3111,0.1003,563
4510,0,0.441015526,1004,0.1004,204.5148,0.1004,563
5927,1,0.440809764,1005,0.1005,204.7185,0.1005,564
2003,0,0.44046582,1006,0.1006,204.9222,0.1006,564
2975,0,0.440464777,1007,0.1007,205.1259,0.1007,564
385,0,0.440351215,1008,0.1008,205.3296,0.1008,564
1408,0,0.440051041,1009,0.1009,205.5333,0.1009,564
5826,1,0.439972251,1010,0.101,205.737,0.101,565
5425,1,0.439897698,1011,0.1011,205.9407,0.1011,566
3732,1,0.439822213,1012,0.1012,206.1444,0.1012,567
3921,0,0.439404111,1013,0.1013,206.3481,0.1013,567
3950,0,0.439300494,1014,0.1014,206.5518,0.1014,567
7508,1,0.439218629,1015,0.1015,206.7555,0.1015,568
4676,0,0.439091673,1016,0.1016,206.9592,0.1016,568
3931,1,0.439017697,1017,0.1017,207.1629,0.1017,569
6496,1,0.438835781,1018,0.1018,207.3666,0.1018,570
6603,0,0.43877616,1019,0.1019,207.5703,0.1019,570
8999,0,0.438751487,1020,0.102,207.774,0.102,570
3922,1,0.438745496,1021,0.1021,207.9777,0.1021,571
7844,1,0.438723627,1022,0.1022,208.1814,0.1022,572
4056,0,0.438651675,1023,0.1023,208.3851,0.1023,572
1818,0,0.438623031,1024,0.1024,208.5888,0.1024,572
6026,0,0.438466809,1025,0.1025,208.7925,0.1025,572
590,1,0.438333692,1026,0.1026,208.9962,0.1026,573
1544,0,0.438265531,1027,0.1027,209.1999,0.1027,573
512,0,0.438220048,1028,0.1028,209.4036,0.1028,573
9409,0,0.43813837,1029,0.1029,209.6073,0.1029,573
7727,0,0.438086014,1030,0.103,209.811,0.103,573
5521,0,0.438075592,1031,0.1031,210.0147,0.1031,573
8302,1,0.438056888,1032,0.1032,210.2184,0.1032,574
1908,0,0.437863581,1033,0.1033,210.4221,0.1033,574
4326,0,0.437525381,1034,0.1034,210.6258,0.1034,574
5090,0,0.437427369,1035,0.1035,210.8295,0.1035,574
3055,0,0.436750159,1036,0.1036,211.0332,0.1036,574
1615,0,0.436722459,1037,0.1037,211.2369,0.1037,574
2677,1,0.436390131,1038,0.1038,211.4406,0.1038,575
7950,1,0.436344785,1039,0.1039,211.6443,0.1039,576
1830,1,0.436097018,1040,0.104,211.848,0.104,577
2064,1,0.43609693,1041,0.1041,212.0517,0.1041,578
2217,0,0.435472134,1042,0.1042,212.2554,0.1042,578
2696,1,0.435361729,1043,0.1043,212.4591,0.1043,579
7297,0,0.435072794,1044,0.1044,212.6628,0.1044,579
905,1,0.435028188,1045,0.1045,212.8665,0.1045,580
4743,0,0.434803475,1046,0.1046,213.0702,0.1046,580
6887,0,0.434642327,1047,0.1047,213.2739,0.1047,580
6138,1,0.434597462,1048,0.1048,213.4776,0.1048,581
6389,1,0.434334762,1049,0.1049,213.6813,0.1049,582
6337,0,0.434227664,1050,0.105,213.885,0.105,582
7418,0,0.434012785,1051,0.1051,214.0887,0.1051,582
8937,1,0.433950426,1052,0.1052,214.2924,0.1052,583
8252,0,0.433814614,1053,0.1053,214.4961,0.1053,583
5949,0,0.433551301,1054,0.1054,214.6998,0.1054,583
1406,1,0.433177675,1055,0.1055,214.9035,0.1055,584
6373,0,0.433051556,1056,0.1056,215.1072,0.1056,584
2267,1,0.432841111,1057,0.1057,215.3109,0.1057,585
8386,0,0.432762119,1058,0.1058,215.5146,0.1058,585
5138,1,0.432723983,1059,0.1059,215.7183,0.1059,586
3595,0,0.432501654,1060,0.106,215.922,0.106,586
9315,1,0.432474954,1061,0.1061,216.1257,0.1061,587
3939,1,0.432218539,1062,0.1062,216.3294,0.1062,588
5441,1,0.432212286,1063,0.1063,216.5331,0.1063,589
3638,1,0.432152431,1064,0.1064,216.7368,0.1064,590
2669,1,0.432009121,1065,0.1065,216.9405,0.1065,591
1112,1,0.431930548,1066,0.1066,217.1442,0.1066,592
2631,0,0.43157498,1067,0.1067,217.3479,0.1067,592
6602,1,0.431445207,1068,0.1068,217.5516,0.1068,593
3764,1,0.431338818,1069,0.1069,217.7553,0.1069,594
3936,1,0.431241112,1070,0.107,217.959,0.107,595
4081,1,0.431230629,1071,0.1071,218.1627,0.1071,596
6184,0,0.431162676,1072,0.1072,218.3664,0.1072,596
7996,0,0.431074825,1073,0.1073,218.5701,0.1073,596
5240,0,0.430951312,1074,0.1074,218.7738,0.1074,596
4997,0,0.430658348,1075,0.1075,218.9775,0.1075,596
9065,0,0.430502347,1076,0.1076,219.1812,0.1076,596
8276,0,0.430454379,1077,0.1077,219.3849,0.1077,596
6969,0,0.430435701,1078,0.1078,219.5886,0.1078,596
5034,1,0.430172183,1079,0.1079,219.7923,0.1079,597
6153,0,0.430130584,1080,0.108,219.996,0.108,597
7531,0,0.430078415,1081,0.1081,220.1997,0.1081,597
386,0,0.42990105,1082,0.1082,220.4034,0.1082,597
6326,1,0.429877857,1083,0.1083,220.6071,0.1083,598
5472,1,0.429777085,1084,0.1084,220.8108,0.1084,599
3587,0,0.429686822,1085,0.1085,221.0145,0.1085,599
2341,1,0.429551029,1086,0.1086,221.2182,0.1086,600
1567,0,0.429425844,1087,0.1087,221.4219,0.1087,600
55,1,0.429158481,1088,0.1088,221.6256,0.1088,601
3629,0,0.428585669,1089,0.1089,221.8293,0.1089,601
3841,1,0.428435214,1090,0.109,222.033,0.109,602
7690,0,0.428350033,1091,0.1091,222.2367,0.1091,602
45,0,0.427746471,1092,0.1092,222.4404,0.1092,602
8756,1,0.427735421,1093,0.1093,222.6441,0.1093,603
4388,0,0.427107089,1094,0.1094,222.8478,0.1094,603
9526,1,0.427084698,1095,0.1095,223.0515,0.1095,604
5626,0,0.426676202,1096,0.1096,223.2552,0.1096,604
9881,0,0.426639685,1097,0.1097,223.4589,0.1097,604
2287,0,0.426578258,1098,0.1098,223.6626,0.1098,604
8067,0,0.426459451,1099,0.1099,223.8663,0.1099,604
5600,1,0.426431957,1100,0.11,224.07,0.11,605
6145,0,0.426428891,1101,0.1101,224.2737,0.1101,605
1041,0,0.426418384,1102,0.1102,224.4774,0.1102,605
5092,0,0.426408625,1103,0.1103,224.6811,0.1103,605
6575,0,0.426082282,1104,0.1104,224.8848,0.1104,605
1989,1,0.42585128,1105,0.1105,225.0885,0.1105,606
2245,0,0.425736327,1106,0.1106,225.2922,0.1106,606
3599,0,0.425688884,1107,0.1107,225.4959,0.1107,606
4552,1,0.425628469,1108,0.1108,225.6996,0.1108,607
7123,0,0.425589994,1109,0.1109,225.9033,0.1109,607
7802,1,0.425510686,1110,0.111,226.107,0.111,608
105,1,0.425041117,1111,0.1111,226.3107,0.1111,609
9029,0,0.425017945,1112,0.1112,226.5144,0.1112,609
4753,0,0.425016185,1113,0.1113,226.7181,0.1113,609
7805,0,0.424960809,1114,0.1114,226.9218,0.1114,609
9412,1,0.424847066,1115,0.1115,227.1255,0.1115,610
9116,0,0.424497864,1116,0.1116,227.3292,0.1116,610
431,1,0.424325011,1117,0.1117,227.5329,0.1117,611
2421,0,0.424253385,1118,0.1118,227.7366,0.1118,611
2727,0,0.424093007,1119,0.1119,227.9403,0.1119,611
4052,0,0.42364863,1120,0.112,228.144,0.112,611
8397,1,0.423582341,1121,0.1121,228.3477,0.1121,612
9957,1,0.42357173,1122,0.1122,228.5514,0.1122,613
3672,0,0.423409664,1123,0.1123,228.7551,0.1123,613
9294,0,0.422526044,1124,0.1124,228.9588,0.1124,613
869,1,0.422396128,1125,0.1125,229.1625,0.1125,614
9256,1,0.422348483,1126,0.1126,229.3662,0.1126,615
8232,1,0.422272867,1127,0.1127,229.5699,0.1127,616
8230,0,0.422263776,1128,0.1128,229.7736,0.1128,616
2209,1,0.422164239,1129,0.1129,229.9773,0.1129,617
8885,1,0.422137629,1130,0.113,230.181,0.113,618
3464,1,0.422133747,1131,0.1131,230.3847,0.1131,619
4077,1,0.421282231,1132,0.1132,230.5884,0.1132,620
3630,0,0.420964913,1133,0.1133,230.7921,0.1133,620
6366,1,0.420888389,1134,0.1134,230.9958,0.1134,621
2806,1,0.420877786,1135,0.1135,231.1995,0.1135,622
4550,1,0.420363006,1136,0.1136,231.4032,0.1136,623
9636,1,0.420264486,1137,0.1137,231.6069,0.1137,624
401,0,0.420125012,1138,0.1138,231.8106,0.1138,624
4927,0,0.420073263,1139,0.1139,232.0143,0.1139,624
6369,1,0.420053105,1140,0.114,232.218,0.114,625
4394,0,0.419952072,1141,0.1141,232.4217,0.1141,625
763,1,0.419941542,1142,0.1142,232.6254,0.1142,626
5982,0,0.419902618,1143,0.1143,232.8291,0.1143,626
5590,1,0.419762087,1144,0.1144,233.0328,0.1144,627
8676,0,0.419422313,1145,0.1145,233.2365,0.1145,627
1385,1,0.419416232,1146,0.1146,233.4402,0.1146,628
67,0,0.419368339,1147,0.1147,233.6439,0.1147,628
7600,1,0.419215922,1148,0.1148,233.8476,0.1148,629
3404,0,0.418856828,1149,0.1149,234.0513,0.1149,629
7195,0,0.418446796,1150,0.115,234.255,0.115,629
3976,1,0.41836997,1151,0.1151,234.4587,0.1151,630
1253,0,0.418339867,1152,0.1152,234.6624,0.1152,630
1656,0,0.418222458,1153,0.1153,234.8661,0.1153,630
2932,0,0.418221983,1154,0.1154,235.0698,0.1154,630
4419,0,0.417942572,1155,0.1155,235.2735,0.1155,630
1855,1,0.417538148,1156,0.1156,235.4772,0.1156,631
9545,0,0.417356858,1157,0.1157,235.6809,0.1157,631
5661,0,0.417355158,1158,0.1158,235.8846,0.1158,631
9925,1,0.41707643,1159,0.1159,236.0883,0.1159,632
3083,1,0.417054774,1160,0.116,236.292,0.116,633
2317,1,0.416941552,1161,0.1161,236.4957,0.1161,634
1952,1,0.41693367,1162,0.1162,236.6994,0.1162,635
3928,0,0.416685579,1163,0.1163,236.9031,0.1163,635
8395,0,0.416365342,1164,0.1164,237.1068,0.1164,635
5647,1,0.41629179,1165,0.1165,237.3105,0.1165,636
3036,1,0.415977174,1166,0.1166,237.5142,0.1166,637
757,0,0.415748223,1167,0.1167,237.7179,0.1167,637
5349,1,0.415710029,1168,0.1168,237.9216,0.1168,638
8185,1,0.415688803,1169,0.1169,238.1253,0.1169,639
2987,0,0.415619152,1170,0.117,238.329,0.117,639
5453,1,0.415601633,1171,0.1171,238.5327,0.1171,640
7536,0,0.415146866,1172,0.1172,238.7364,0.1172,640
7140,0,0.414934257,1173,0.1173,238.9401,0.1173,640
1468,0,0.41491423,1174,0.1174,239.1438,0.1174,640
7659,1,0.414767774,1175,0.1175,239.3475,0.1175,641
1986,1,0.414705643,1176,0.1176,239.5512,0.1176,642
6557,1,0.414549202,1177,0.1177,239.7549,0.1177,643
7714,0,0.414434244,1178,0.1178,239.9586,0.1178,643
2531,1,0.414279811,1179,0.1179,240.1623,0.1179,644
1602,0,0.414271501,1180,0.118,240.366,0.118,644
984,1,0.414003414,1181,0.1181,240.5697,0.1181,645
2294,1,0.413942619,1182,0.1182,240.7734,0.1182,646
3999,1,0.413774754,1183,0.1183,240.9771,0.1183,647
50,0,0.413557985,1184,0.1184,241.1808,0.1184,647
4038,1,0.413438067,1185,0.1185,241.3845,0.1185,648
8115,0,0.413325379,1186,0.1186,241.5882,0.1186,648
2172,0,0.413315625,1187,0.1187,241.7919,0.1187,648
4995,1,0.413246953,1188,0.1188,241.9956,0.1188,649
8789,0,0.413134782,1189,0.1189,242.1993,0.1189,649
4852,0,0.413112812,1190,0.119,242.403,0.119,649
8172,1,0.413100719,1191,0.1191,242.6067,0.1191,650
3882,0,0.413094663,1192,0.1192,242.8104,0.1192,650
3779,0,0.413018763,1193,0.1193,243.0141,0.1193,650
3317,1,0.412490122,1194,0.1194,243.2178,0.1194,651
5651,0,0.412309318,1195,0.1195,243.4215,0.1195,651
4521,1,0.411964511,1196,0.1196,243.6252,0.1196,652
4845,0,0.411774104,1197,0.1197,243.8289,0.1197,652
6712,0,0.411680411,1198,0.1198,244.0326,0.1198,652
6476,1,0.411612649,1199,0.1199,244.2363,0.1199,653
587,1,0.411502523,1200,0.12,244.44,0.12,654
4453,1,0.411417185,1201,0.1201,244.6437,0.1201,655
9360,1,0.411252477,1202,0.1202,244.8474,0.1202,656
6724,0,0.411093816,1203,0.1203,245.0511,0.1203,656
433,0,0.410951188,1204,0.1204,245.2548,0.1204,656
6396,0,0.410877831,1205,0.1205,245.4585,0.1205,656
2491,0,0.410551684,1206,0.1206,245.6622,0.1206,656
1069,1,0.410377786,1207,0.1207,245.8659,0.1207,657
2838,0,0.410244592,1208,0.1208,246.0696,0.1208,657
1010,0,0.410105952,1209,0.1209,246.2733,0.1209,657
3352,0,0.410070303,1210,0.121,246.477,0.121,657
6395,0,0.409820883,1211,0.1211,246.6807,0.1211,657
3849,0,0.409798837,1212,0.1212,246.8844,0.1212,657
949,0,0.409202017,1213,0.1213,247.0881,0.1213,657
4883,0,0.409180051,1214,0.1214,247.2918,0.1214,657
1811,0,0.408920236,1215,0.1215,247.4955,0.1215,657
3758,0,0.408854132,1216,0.1216,247.6992,0.1216,657
6943,0,0.408394455,1217,0.1217,247.9029,0.1217,657
5727,0,0.408134537,1218,0.1218,248.1066,0.1218,657
328,1,0.407928498,1219,0.1219,248.3103,0.1219,658
2309,0,0.407745039,1220,0.122,248.514,0.122,658
9618,0,0.407589615,1221,0.1221,248.7177,0.1221,658
454,0,0.407390172,1222,0.1222,248.9214,0.1222,658
2726,0,0.407384063,1223,0.1223,249.1251,0.1223,658
9031,1,0.40717247,1224,0.1224,249.3288,0.1224,659
4843,1,0.407056703,1225,0.1225,249.5325,0.1225,660
3500,0,0.406826001,1226,0.1226,249.7362,0.1226,660
141,0,0.406729806,1227,0.1227,249.9399,0.1227,660
7369,0,0.406584025,1228,0.1228,250.1436,0.1228,660
9693,0,0.40646437,1229,0.1229,250.3473,0.1229,660
9035,1,0.406406874,1230,0.123,250.551,0.123,661
2548,0,0.406366315,1231,0.1231,250.7547,0.1231,661
251,0,0.406177434,1232,0.1232,250.9584,0.1232,661
5612,0,0.406028269,1233,0.1233,251.1621,0.1233,661
3194,1,0.4057908,1234,0.1234,251.3658,0.1234,662
9263,0,0.405727742,1235,0.1235,251.5695,0.1235,662
3007,1,0.405622573,1236,0.1236,251.7732,0.1236,663
9394,1,0.40553291,1237,0.1237,251.9769,0.1237,664
3112,0,0.405481476,1238,0.1238,252.1806,0.1238,664
7062,0,0.405208299,1239,0.1239,252.3843,0.1239,664
1568,1,0.40516152,1240,0.124,252.588,0.124,665
9505,0,0.404808688,1241,0.1241,252.7917,0.1241,665
1479,1,0.404706082,1242,0.1242,252.9954,0.1242,666
5687,1,0.404696872,1243,0.1243,253.1991,0.1243,667
6131,0,0.404620892,1244,0.1244,253.4028,0.1244,667
5244,1,0.404542493,1245,0.1245,253.6065,0.1245,668
8727,1,0.404412802,1246,0.1246,253.8102,0.1246,669
8690,0,0.404394536,1247,0.1247,254.0139,0.1247,669
785,1,0.404343089,1248,0.1248,254.2176,0.1248,670
884,1,0.404304192,1249,0.1249,254.4213,0.1249,671
6222,1,0.40430386,1250,0.125,254.625,0.125,672
3930,0,0.404263326,1251,0.1251,254.8287,0.1251,672
8573,0,0.404180597,1252,0.1252,255.0324,0.1252,672
4448,1,0.403913391,1253,0.1253,255.2361,0.1253,673
6776,1,0.40387609,1254,0.1254,255.4398,0.1254,674
2461,1,0.403847086,1255,0.1255,255.6435,0.1255,675
4293,1,0.40383186,1256,0.1256,255.8472,0.1256,676
558,1,0.403748502,1257,0.1257,256.0509,0.1257,677
6998,0,0.403667726,1258,0.1258,256.2546,0.1258,677
6405,1,0.40359114,1259,0.1259,256.4583,0.1259,678
2881,1,0.403510385,1260,0.126,256.662,0.126,679
9038,1,0.403419933,1261,0.1261,256.8657,0.1261,680
9541,1,0.403282347,1262,0.1262,257.0694,0.1262,681
136,0,0.403244092,1263,0.1263,257.2731,0.1263,681
3247,1,0.40321236,1264,0.1264,257.4768,0.1264,682
771,1,0.403166678,1265,0.1265,257.6805,0.1265,683
5308,1,0.403161377,1266,0.1266,257.8842,0.1266,684
5842,1,0.40302746,1267,0.1267,258.0879,0.1267,685
9859,1,0.403002563,1268,0.1268,258.2916,0.1268,686
3952,1,0.402997084,1269,0.1269,258.4953,0.1269,687
5370,1,0.402982642,1270,0.127,258.699,0.127,688
8070,0,0.402836672,1271,0.1271,258.9027,0.1271,688
4806,0,0.402678938,1272,0.1272,259.1064,0.1272,688
4973,0,0.402671441,1273,0.1273,259.3101,0.1273,688
3648,0,0.402302988,1274,0.1274,259.5138,0.1274,688
7026,1,0.401998875,1275,0.1275,259.7175,0.1275,689
1881,0,0.401833546,1276,0.1276,259.9212,0.1276,689
1139,0,0.40149592,1277,0.1277,260.1249,0.1277,689
8111,0,0.401444771,1278,0.1278,260.3286,0.1278,689
973,0,0.401137793,1279,0.1279,260.5323,0.1279,689
7596,0,0.401082558,1280,0.128,260.736,0.128,689
2237,1,0.400566288,1281,0.1281,260.9397,0.1281,690
3691,0,0.400366315,1282,0.1282,261.1434,0.1282,690
8047,0,0.400199224,1283,0.1283,261.3471,0.1283,690
9906,1,0.400126538,1284,0.1284,261.5508,0.1284,691
2648,1,0.399956956,1285,0.1285,261.7545,0.1285,692
2213,0,0.399875319,1286,0.1286,261.9582,0.1286,692
6518,0,0.399643224,1287,0.1287,262.1619,0.1287,692
2535,0,0.399500429,1288,0.1288,262.3656,0.1288,692
430,1,0.399371083,1289,0.1289,262.5693,0.1289,693
9329,0,0.399311307,1290,0.129,262.773,0.129,693
278,0,0.399310419,1291,0.1291,262.9767,0.1291,693
6657,0,0.399236652,1292,0.1292,263.1804,0.1292,693
4342,0,0.399096775,1293,0.1293,263.3841,0.1293,693
1839,1,0.398969433,1294,0.1294,263.5878,0.1294,694
7732,1,0.398965054,1295,0.1295,263.7915,0.1295,695
2917,1,0.39890973,1296,0.1296,263.9952,0.1296,696
2553,0,0.398894708,1297,0.1297,264.1989,0.1297,696
4994,0,0.398809206,1298,0.1298,264.4026,0.1298,696
9766,0,0.398671263,1299,0.1299,264.6063,0.1299,696
3725,1,0.398550528,1300,0.13,264.81,0.13,697
8808,1,0.398201218,1301,0.1301,265.0137,0.1301,698
3241,1,0.397883714,1302,0.1302,265.2174,0.1302,699
551,0,0.397809904,1303,0.1303,265.4211,0.1303,699
8373,0,0.397746724,1304,0.1304,265.6248,0.1304,699
8875,0,0.39763954,1305,0.1305,265.8285,0.1305,699
1642,0,0.397501811,1306,0.1306,266.0322,0.1306,699
1118,1,0.39749716,1307,0.1307,266.2359,0.1307,700
8967,0,0.397420494,1308,0.1308,266.4396,0.1308,700
1704,0,0.397244919,1309,0.1309,266.6433,0.1309,700
1247,0,0.397222319,1310,0.131,266.847,0.131,700
231,0,0.397164662,1311,0.1311,267.0507,0.1311,700
6681,0,0.397137905,1312,0.1312,267.2544,0.1312,700
2931,0,0.397111366,1313,0.1313,267.4581,0.1313,700
1631,1,0.397079145,1314,0.1314,267.6618,0.1314,701
9113,0,0.396877512,1315,0.1315,267.8655,0.1315,701
3528,0,0.396754374,1316,0.1316,268.0692,0.1316,701
6097,0,0.396726741,1317,0.1317,268.2729,0.1317,701
636,0,0.396614928,1318,0.1318,268.4766,0.1318,701
6265,0,0.396151638,1319,0.1319,268.6803,0.1319,701
5311,1,0.396122715,1320,0.132,268.884,0.132,702
2033,1,0.396056075,1321,0.1321,269.0877,0.1321,703
4729,0,0.396021304,1322,0.1322,269.2914,0.1322,703
1496,0,0.395992907,1323,0.1323,269.4951,0.1323,703
6697,0,0.395627128,1324,0.1324,269.6988,0.1324,703
1709,0,0.395496048,1325,0.1325,269.9025,0.1325,703
9277,1,0.395218609,1326,0.1326,270.1062,0.1326,704
4513,1,0.394967416,1327,0.1327,270.3099,0.1327,705
3604,1,0.394730196,1328,0.1328,270.5136,0.1328,706
6072,0,0.39473013,1329,0.1329,270.7173,0.1329,706
544,1,0.394639686,1330,0.133,270.921,0.133,707
9950,0,0.39460378,1331,0.1331,271.1247,0.1331,707
1343,0,0.394510034,1332,0.1332,271.3284,0.1332,707
450,0,0.394350655,1333,0.1333,271.5321,0.1333,707
6295,0,0.394198716,1334,0.1334,271.7358,0.1334,707
8866,0,0.3941746,1335,0.1335,271.9395,0.1335,707
8096,1,0.393978304,1336,0.1336,272.1432,0.1336,708
958,0,0.393854784,1337,0.1337,272.3469,0.1337,708
5749,0,0.393327914,1338,0.1338,272.5506,0.1338,708
7870,1,0.393199101,1339,0.1339,272.7543,0.1339,709
9689,0,0.392951961,1340,0.134,272.958,0.134,709
5888,1,0.392791582,1341,0.1341,273.1617,0.1341,710
1878,1,0.392263928,1342,0.1342,273.3654,0.1342,711
9639,1,0.392138148,1343,0.1343,273.5691,0.1343,712
51,0,0.392129114,1344,0.1344,273.7728,0.1344,712
468,1,0.391904243,1345,0.1345,273.9765,0.1345,713
2899,1,0.391897266,1346,0.1346,274.1802,0.1346,714
7483,0,0.391452892,1347,0.1347,274.3839,0.1347,714
3033,1,0.391397485,1348,0.1348,274.5876,0.1348,715
8694,1,0.39135269,1349,0.1349,274.7913,0.1349,716
8672,1,0.391350967,1350,0.135,274.995,0.135,717
8655,0,0.391257885,1351,0.1351,275.1987,0.1351,717
2575,1,0.391214265,1352,0.1352,275.4024,0.1352,718
9338,1,0.391169032,1353,0.1353,275.6061,0.1353,719
2451,0,0.391068535,1354,0.1354,275.8098,0.1354,719
3570,1,0.390743662,1355,0.1355,276.0135,0.1355,720
321,0,0.39057228,1356,0.1356,276.2172,0.1356,720
9289,0,0.390486243,1357,0.1357,276.4209,0.1357,720
5805,1,0.390336589,1358,0.1358,276.6246,0.1358,721
6165,0,0.390299331,1359,0.1359,276.8283,0.1359,721
5642,0,0.389843709,1360,0.136,277.032,0.136,721
7811,0,0.389826839,1361,0.1361,277.2357,0.1361,721
8675,1,0.389718933,1362,0.1362,277.4394,0.1362,722
5201,0,0.389672471,1363,0.1363,277.6431,0.1363,722
2396,1,0.38958983,1364,0.1364,277.8468,0.1364,723
8369,1,0.389551912,1365,0.1365,278.0505,0.1365,724
2308,0,0.389536854,1366,0.1366,278.2542,0.1366,724
2222,1,0.389423098,1367,0.1367,278.4579,0.1367,725
7305,0,0.389349674,1368,0.1368,278.6616,0.1368,725
4713,1,0.388945295,1369,0.1369,278.8653,0.1369,726
6204,0,0.388932753,1370,0.137,279.069,0.137,726
2420,0,0.388836345,1371,0.1371,279.2727,0.1371,726
7060,0,0.388680753,1372,0.1372,279.4764,0.1372,726
